query,rule_id,similarity_score,ollama_score
Implement a Smart Metering Hub with Memory Stability,r9,0.2954,0.3
Implement a Smart Metering Hub with Memory Stability,r10,0.3128,0.4
Implement a Smart Metering Hub with Memory Stability,r11,0.1072,0.1
Implement a Smart Metering Hub with Memory Stability,r12,0.0953,0.15
Implement a Smart Metering Hub with Memory Stability,r13,0.2047,0.1
Implement a Smart Metering Hub with Memory Stability,r14,0.1126,0.2
Implement a Smart Metering Hub with Memory Stability,r15,0.33,0.1
Implement a Smart Metering Hub with Memory Stability,r16,0.3176,0.1
Implement a Smart Metering Hub with Memory Stability,r17,0.1798,0.1
Implement a Smart Metering Hub with Memory Stability,r18,0.2517,0.1
Implement a Smart Metering Hub with Memory Stability,r19,0.2839,0.1
Implement a Smart Metering Hub with Memory Stability,r20,0.2684,0.1
Implement a Smart Metering Hub with Memory Stability,r21,0.2839,0.1
Implement a Smart Metering Hub with Memory Stability,r22,0.24,0.1
Implement a Smart Metering Hub with Memory Stability,r23,0.4276,0.1
Implement a Smart Metering Hub with Memory Stability,r24,0.4732,0.1
Implement a Smart Metering Hub with Memory Stability,r25,0.4117,0.1
Implement a Smart Metering Hub with Memory Stability,r26,0.3631,0.1
Implement a Smart Metering Hub with Memory Stability,r27,0.3279,0.1
Implement a Smart Metering Hub with Memory Stability,r28,0.3634,0.1
Implement a Smart Metering Hub with Memory Stability,r29,0.3571,0.1
Implement a Smart Metering Hub with Memory Stability,r30,0.3634,0.1
Implement a Smart Metering Hub with Memory Stability,r31,0.3076,0.1
Implement a Smart Metering Hub with Memory Stability,r32,0.6296,0.85
Implement a Smart Metering Hub with Memory Stability,r33,0.6827,0.1
Deploy a Quantum Computing Interface with Fan Speed Alerts,r1,0.2271,0.05
Deploy a Quantum Computing Interface with Fan Speed Alerts,r2,0.237,0.1
Deploy a Quantum Computing Interface with Fan Speed Alerts,r3,0.3466,0.1
Deploy a Quantum Computing Interface with Fan Speed Alerts,r4,0.3319,0.05
Deploy a Quantum Computing Interface with Fan Speed Alerts,r5,0.543,0.1
Deploy a Quantum Computing Interface with Fan Speed Alerts,r6,0.164,0.05
Deploy a Quantum Computing Interface with Fan Speed Alerts,r7,0.4697,0.1
Deploy a Quantum Computing Interface with Fan Speed Alerts,r8,0.5279,0.1
Deploy a Quantum Computing Interface with Fan Speed Alerts,r9,0.4658,0.1
Deploy a Quantum Computing Interface with Fan Speed Alerts,r10,0.615,0.1
Deploy a Quantum Computing Interface with Fan Speed Alerts,r11,0.2874,0.8
Deploy a Quantum Computing Interface with Fan Speed Alerts,r12,0.4214,0.9
Deploy a Quantum Computing Interface with Fan Speed Alerts,r13,0.7124,0.9
Deploy a Quantum Computing Interface with Fan Speed Alerts,r14,0.2978,0.05
Deploy a Quantum Computing Interface with Fan Speed Alerts,r15,0.2646,0.05
Deploy a Quantum Computing Interface with Fan Speed Alerts,r16,0.5798,0.1
Deploy a Quantum Computing Interface with Fan Speed Alerts,r17,0.2738,0.05
Deploy a Quantum Computing Interface with Fan Speed Alerts,r18,0.3924,0.1
Deploy a Quantum Computing Interface with Fan Speed Alerts,r19,0.4323,0.1
Deploy a Quantum Computing Interface with Fan Speed Alerts,r20,0.3926,0.1
Deploy a Quantum Computing Interface with Fan Speed Alerts,r21,0.4323,0.1
Deploy a Quantum Computing Interface with Fan Speed Alerts,r22,0.3471,0.1
Deploy a Quantum Computing Interface with Fan Speed Alerts,r23,0.3414,0.05
Deploy a Quantum Computing Interface with Fan Speed Alerts,r24,0.2749,0.05
Deploy a Quantum Computing Interface with Fan Speed Alerts,r25,0.282,0.05
Deploy a Quantum Computing Interface with Fan Speed Alerts,r26,0.3149,0.05
Deploy a Quantum Computing Interface with Fan Speed Alerts,r27,0.2565,0.05
Deploy a Quantum Computing Interface with Fan Speed Alerts,r28,0.3447,0.1
Deploy a Quantum Computing Interface with Fan Speed Alerts,r29,0.3394,0.1
Deploy a Quantum Computing Interface with Fan Speed Alerts,r30,0.3447,0.1
Deploy a Quantum Computing Interface with Fan Speed Alerts,r31,0.2841,0.1
Deploy a Quantum Computing Interface with Fan Speed Alerts,r32,0.2081,0.05
Deploy a Quantum Computing Interface with Fan Speed Alerts,r33,0.2423,0.05
Build a Satellite IoT Gateway with MTU Compliance,r1,0.1455,0.0
Build a Satellite IoT Gateway with MTU Compliance,r2,0.1509,0.0
Build a Satellite IoT Gateway with MTU Compliance,r3,0.0963,0.0
Build a Satellite IoT Gateway with MTU Compliance,r4,0.2026,0.0
Build a Satellite IoT Gateway with MTU Compliance,r5,0.168,0.0
Build a Satellite IoT Gateway with MTU Compliance,r6,0.0804,0.0
Build a Satellite IoT Gateway with MTU Compliance,r7,0.1749,0.0
Build a Satellite IoT Gateway with MTU Compliance,r8,0.1881,0.0
Build a Satellite IoT Gateway with MTU Compliance,r9,0.168,0.0
Build a Satellite IoT Gateway with MTU Compliance,r10,0.1926,0.0
Build a Satellite IoT Gateway with MTU Compliance,r11,0.138,0.0
Build a Satellite IoT Gateway with MTU Compliance,r12,0.0825,0.0
Build a Satellite IoT Gateway with MTU Compliance,r13,0.2175,0.0
Build a Satellite IoT Gateway with MTU Compliance,r14,0.0864,0.0
Build a Satellite IoT Gateway with MTU Compliance,r15,0.304,0.0
Build a Satellite IoT Gateway with MTU Compliance,r16,0.2706,0.7
Build a Satellite IoT Gateway with MTU Compliance,r17,0.404,0.9
Build a Satellite IoT Gateway with MTU Compliance,r18,0.3587,0.0
Build a Satellite IoT Gateway with MTU Compliance,r19,0.384,0.0
Build a Satellite IoT Gateway with MTU Compliance,r20,0.2767,0.0
Build a Satellite IoT Gateway with MTU Compliance,r21,0.384,0.0
Build a Satellite IoT Gateway with MTU Compliance,r22,0.2407,0.0
Build a Satellite IoT Gateway with MTU Compliance,r23,0.2594,0.0
Build a Satellite IoT Gateway with MTU Compliance,r24,0.3605,0.0
Build a Satellite IoT Gateway with MTU Compliance,r25,0.3305,0.0
Build a Satellite IoT Gateway with MTU Compliance,r26,0.3587,0.0
Build a Satellite IoT Gateway with MTU Compliance,r27,0.3184,0.0
Build a Satellite IoT Gateway with MTU Compliance,r28,0.3495,0.0
Build a Satellite IoT Gateway with MTU Compliance,r29,0.2717,0.0
Build a Satellite IoT Gateway with MTU Compliance,r30,0.3495,0.0
Build a Satellite IoT Gateway with MTU Compliance,r31,0.2385,0.0
Build a Satellite IoT Gateway with MTU Compliance,r32,0.0545,0.0
Build a Satellite IoT Gateway with MTU Compliance,r33,0.1923,0.0
Setup a Telemetry Server for Drones with Low Latency,r1,0.1363,0.05
Setup a Telemetry Server for Drones with Low Latency,r2,0.1766,0.3
Setup a Telemetry Server for Drones with Low Latency,r3,0.1503,0.4
Setup a Telemetry Server for Drones with Low Latency,r4,0.2842,0.3
Setup a Telemetry Server for Drones with Low Latency,r5,0.3682,0.4
Setup a Telemetry Server for Drones with Low Latency,r6,0.0015,0.05
Setup a Telemetry Server for Drones with Low Latency,r7,0.2368,0.6
Setup a Telemetry Server for Drones with Low Latency,r8,0.213,0.7
Setup a Telemetry Server for Drones with Low Latency,r9,0.299,0.6
Setup a Telemetry Server for Drones with Low Latency,r10,0.3724,0.7
Setup a Telemetry Server for Drones with Low Latency,r11,0.0787,0.2
Setup a Telemetry Server for Drones with Low Latency,r12,0.0838,0.3
Setup a Telemetry Server for Drones with Low Latency,r13,0.3901,0.2
Setup a Telemetry Server for Drones with Low Latency,r14,0.1287,0.1
Setup a Telemetry Server for Drones with Low Latency,r15,0.2922,0.5
Setup a Telemetry Server for Drones with Low Latency,r16,0.3146,0.8
Setup a Telemetry Server for Drones with Low Latency,r17,0.2477,0.7
Setup a Telemetry Server for Drones with Low Latency,r18,0.3241,0.8
Setup a Telemetry Server for Drones with Low Latency,r19,0.3369,0.8
Setup a Telemetry Server for Drones with Low Latency,r20,0.363,0.8
Setup a Telemetry Server for Drones with Low Latency,r21,0.3369,0.8
Setup a Telemetry Server for Drones with Low Latency,r22,0.2845,0.8
Setup a Telemetry Server for Drones with Low Latency,r23,0.3132,0.9
Setup a Telemetry Server for Drones with Low Latency,r24,0.314,0.9
Setup a Telemetry Server for Drones with Low Latency,r25,0.3283,0.9
Setup a Telemetry Server for Drones with Low Latency,r26,0.4108,0.7
Setup a Telemetry Server for Drones with Low Latency,r27,0.3331,0.7
Setup a Telemetry Server for Drones with Low Latency,r28,0.3899,0.8
Setup a Telemetry Server for Drones with Low Latency,r29,0.4351,0.8
Setup a Telemetry Server for Drones with Low Latency,r30,0.3899,0.8
Setup a Telemetry Server for Drones with Low Latency,r31,0.3617,0.8
Setup a Telemetry Server for Drones with Low Latency,r32,0.1929,0.4
Setup a Telemetry Server for Drones with Low Latency,r33,0.2473,0.9
Create a Biometric Authentication System with SSH access,r1,0.3318,0.05
Create a Biometric Authentication System with SSH access,r2,0.299,0.1
Create a Biometric Authentication System with SSH access,r3,0.279,0.1
Create a Biometric Authentication System with SSH access,r4,0.3533,0.1
Create a Biometric Authentication System with SSH access,r5,0.3521,0.1
Create a Biometric Authentication System with SSH access,r6,0.1107,0.0
Create a Biometric Authentication System with SSH access,r7,0.208,0.1
Create a Biometric Authentication System with SSH access,r8,0.1959,0.1
Create a Biometric Authentication System with SSH access,r9,0.2532,0.1
Create a Biometric Authentication System with SSH access,r10,0.2605,0.1
Create a Biometric Authentication System with SSH access,r11,0.1377,0.0
Create a Biometric Authentication System with SSH access,r12,0.0776,0.0
Create a Biometric Authentication System with SSH access,r13,0.1306,0.0
Create a Biometric Authentication System with SSH access,r14,0.2696,0.0
Create a Biometric Authentication System with SSH access,r15,0.772,0.7
Create a Biometric Authentication System with SSH access,r16,0.2238,0.0
Create a Biometric Authentication System with SSH access,r17,0.1882,0.0
Create a Biometric Authentication System with SSH access,r18,0.2684,0.0
Create a Biometric Authentication System with SSH access,r19,0.181,0.0
Create a Biometric Authentication System with SSH access,r20,0.124,0.0
Create a Biometric Authentication System with SSH access,r21,0.181,0.0
Create a Biometric Authentication System with SSH access,r22,0.1498,0.0
Create a Biometric Authentication System with SSH access,r23,0.2237,0.0
Create a Biometric Authentication System with SSH access,r24,0.2396,0.0
Create a Biometric Authentication System with SSH access,r25,0.2668,0.0
Create a Biometric Authentication System with SSH access,r26,0.2269,0.0
Create a Biometric Authentication System with SSH access,r27,0.2247,0.0
Create a Biometric Authentication System with SSH access,r28,0.2013,0.0
Create a Biometric Authentication System with SSH access,r29,0.1512,0.0
Create a Biometric Authentication System with SSH access,r30,0.2013,0.0
Create a Biometric Authentication System with SSH access,r31,0.1603,0.0
Create a Biometric Authentication System with SSH access,r32,0.2195,0.0
Create a Biometric Authentication System with SSH access,r33,0.2443,0.0
Provision a Genomics Data Processing with CPU Headroom,r1,0.2425,0.05
Provision a Genomics Data Processing with CPU Headroom,r2,0.2415,0.6
Provision a Genomics Data Processing with CPU Headroom,r3,0.2084,0.8
Provision a Genomics Data Processing with CPU Headroom,r4,0.3779,0.6
Provision a Genomics Data Processing with CPU Headroom,r5,0.3359,0.8
Provision a Genomics Data Processing with CPU Headroom,r6,0.1867,0.05
Provision a Genomics Data Processing with CPU Headroom,r7,0.4368,0.7
Provision a Genomics Data Processing with CPU Headroom,r8,0.3285,0.9
Provision a Genomics Data Processing with CPU Headroom,r9,0.4598,0.7
Provision a Genomics Data Processing with CPU Headroom,r10,0.3993,0.9
Provision a Genomics Data Processing with CPU Headroom,r11,0.1912,0.05
Provision a Genomics Data Processing with CPU Headroom,r12,0.1632,0.1
Provision a Genomics Data Processing with CPU Headroom,r13,0.2902,0.1
Provision a Genomics Data Processing with CPU Headroom,r14,0.2249,0.1
Provision a Genomics Data Processing with CPU Headroom,r15,0.3262,0.05
Provision a Genomics Data Processing with CPU Headroom,r16,0.2293,0.05
Provision a Genomics Data Processing with CPU Headroom,r17,0.2801,0.05
Provision a Genomics Data Processing with CPU Headroom,r18,0.3183,0.05
Provision a Genomics Data Processing with CPU Headroom,r19,0.2843,0.05
Provision a Genomics Data Processing with CPU Headroom,r20,0.277,0.05
Provision a Genomics Data Processing with CPU Headroom,r21,0.2843,0.05
Provision a Genomics Data Processing with CPU Headroom,r22,0.2525,0.05
Provision a Genomics Data Processing with CPU Headroom,r23,0.2885,0.05
Provision a Genomics Data Processing with CPU Headroom,r24,0.4071,0.05
Provision a Genomics Data Processing with CPU Headroom,r25,0.3651,0.05
Provision a Genomics Data Processing with CPU Headroom,r26,0.3362,0.05
Provision a Genomics Data Processing with CPU Headroom,r27,0.3406,0.05
Provision a Genomics Data Processing with CPU Headroom,r28,0.2774,0.05
Provision a Genomics Data Processing with CPU Headroom,r29,0.2947,0.05
Provision a Genomics Data Processing with CPU Headroom,r30,0.2774,0.05
Provision a Genomics Data Processing with CPU Headroom,r31,0.2582,0.05
Provision a Genomics Data Processing with CPU Headroom,r32,0.2135,0.1
Provision a Genomics Data Processing with CPU Headroom,r33,0.2898,0.05
Deploy a Fleet Management System with No Rx Errors,r1,0.1906,0.0
Deploy a Fleet Management System with No Rx Errors,r2,0.2357,0.0
Deploy a Fleet Management System with No Rx Errors,r3,0.1706,0.0
Deploy a Fleet Management System with No Rx Errors,r4,0.2708,0.0
Deploy a Fleet Management System with No Rx Errors,r5,0.2487,0.0
Deploy a Fleet Management System with No Rx Errors,r6,-0.0439,0.0
Deploy a Fleet Management System with No Rx Errors,r7,0.1281,0.0
Deploy a Fleet Management System with No Rx Errors,r8,0.1327,0.0
Deploy a Fleet Management System with No Rx Errors,r9,0.1831,0.0
Deploy a Fleet Management System with No Rx Errors,r10,0.2339,0.0
Deploy a Fleet Management System with No Rx Errors,r11,-0.0685,0.0
Deploy a Fleet Management System with No Rx Errors,r12,-0.0215,0.0
Deploy a Fleet Management System with No Rx Errors,r13,0.1297,0.0
Deploy a Fleet Management System with No Rx Errors,r14,-0.0408,0.0
Deploy a Fleet Management System with No Rx Errors,r15,0.1723,0.0
Deploy a Fleet Management System with No Rx Errors,r16,0.2114,0.0
Deploy a Fleet Management System with No Rx Errors,r17,0.1679,0.0
Deploy a Fleet Management System with No Rx Errors,r18,0.1513,0.0
Deploy a Fleet Management System with No Rx Errors,r19,0.312,0.9
Deploy a Fleet Management System with No Rx Errors,r20,0.2111,0.0
Deploy a Fleet Management System with No Rx Errors,r21,0.312,0.0
Deploy a Fleet Management System with No Rx Errors,r22,0.2278,0.0
Deploy a Fleet Management System with No Rx Errors,r23,0.2465,0.0
Deploy a Fleet Management System with No Rx Errors,r24,0.3311,0.0
Deploy a Fleet Management System with No Rx Errors,r25,0.3529,0.0
Deploy a Fleet Management System with No Rx Errors,r26,0.4032,0.0
Deploy a Fleet Management System with No Rx Errors,r27,0.3626,0.0
Deploy a Fleet Management System with No Rx Errors,r28,0.4949,0.9
Deploy a Fleet Management System with No Rx Errors,r29,0.3578,0.0
Deploy a Fleet Management System with No Rx Errors,r30,0.4949,0.0
Deploy a Fleet Management System with No Rx Errors,r31,0.3914,0.0
Deploy a Fleet Management System with No Rx Errors,r32,0.3437,0.0
Deploy a Fleet Management System with No Rx Errors,r33,0.4554,0.0
Implement a Smart Lighting Controller with Thermal Limits,r1,0.2083,0.05
Implement a Smart Lighting Controller with Thermal Limits,r2,0.1782,0.4
Implement a Smart Lighting Controller with Thermal Limits,r3,0.1974,0.6
Implement a Smart Lighting Controller with Thermal Limits,r4,0.221,0.05
Implement a Smart Lighting Controller with Thermal Limits,r5,0.2522,0.6
Implement a Smart Lighting Controller with Thermal Limits,r6,0.1568,0.05
Implement a Smart Lighting Controller with Thermal Limits,r7,0.2687,0.3
Implement a Smart Lighting Controller with Thermal Limits,r8,0.2836,0.5
Implement a Smart Lighting Controller with Thermal Limits,r9,0.2244,0.3
Implement a Smart Lighting Controller with Thermal Limits,r10,0.2526,0.5
Implement a Smart Lighting Controller with Thermal Limits,r11,0.3423,0.8
Implement a Smart Lighting Controller with Thermal Limits,r12,0.3357,0.9
Implement a Smart Lighting Controller with Thermal Limits,r13,0.3438,0.7
Implement a Smart Lighting Controller with Thermal Limits,r14,0.1895,0.1
Implement a Smart Lighting Controller with Thermal Limits,r15,0.233,0.0
Implement a Smart Lighting Controller with Thermal Limits,r16,0.2153,0.0
Implement a Smart Lighting Controller with Thermal Limits,r17,0.1494,0.0
Implement a Smart Lighting Controller with Thermal Limits,r18,0.2082,0.0
Implement a Smart Lighting Controller with Thermal Limits,r19,0.184,0.0
Implement a Smart Lighting Controller with Thermal Limits,r20,0.1658,0.0
Implement a Smart Lighting Controller with Thermal Limits,r21,0.184,0.0
Implement a Smart Lighting Controller with Thermal Limits,r22,0.1435,0.0
Implement a Smart Lighting Controller with Thermal Limits,r23,0.2765,0.0
Implement a Smart Lighting Controller with Thermal Limits,r24,0.2553,0.0
Implement a Smart Lighting Controller with Thermal Limits,r25,0.1714,0.0
Implement a Smart Lighting Controller with Thermal Limits,r26,0.218,0.0
Implement a Smart Lighting Controller with Thermal Limits,r27,0.1212,0.0
Implement a Smart Lighting Controller with Thermal Limits,r28,0.2125,0.0
Implement a Smart Lighting Controller with Thermal Limits,r29,0.1819,0.0
Implement a Smart Lighting Controller with Thermal Limits,r30,0.2125,0.0
Implement a Smart Lighting Controller with Thermal Limits,r31,0.1677,0.0
Implement a Smart Lighting Controller with Thermal Limits,r32,0.1754,0.4
Implement a Smart Lighting Controller with Thermal Limits,r33,0.1815,0.0
Build a Hydroponics Monitoring Node with Network Stability,r1,0.2172,0.1
Build a Hydroponics Monitoring Node with Network Stability,r2,0.2129,0.3
Build a Hydroponics Monitoring Node with Network Stability,r3,0.2112,0.4
Build a Hydroponics Monitoring Node with Network Stability,r4,0.2512,0.3
Build a Hydroponics Monitoring Node with Network Stability,r5,0.2128,0.4
Build a Hydroponics Monitoring Node with Network Stability,r6,0.1106,0.1
Build a Hydroponics Monitoring Node with Network Stability,r7,0.1731,0.3
Build a Hydroponics Monitoring Node with Network Stability,r8,0.2761,0.4
Build a Hydroponics Monitoring Node with Network Stability,r9,0.1499,0.3
Build a Hydroponics Monitoring Node with Network Stability,r10,0.2209,0.4
Build a Hydroponics Monitoring Node with Network Stability,r11,0.0961,0.7
Build a Hydroponics Monitoring Node with Network Stability,r12,0.1739,0.8
Build a Hydroponics Monitoring Node with Network Stability,r13,0.2737,0.7
Build a Hydroponics Monitoring Node with Network Stability,r14,0.0765,0.1
Build a Hydroponics Monitoring Node with Network Stability,r15,0.1037,0.6
Build a Hydroponics Monitoring Node with Network Stability,r16,0.3792,0.8
Build a Hydroponics Monitoring Node with Network Stability,r17,0.2713,0.5
Build a Hydroponics Monitoring Node with Network Stability,r18,0.3486,0.9
Build a Hydroponics Monitoring Node with Network Stability,r19,0.3553,0.8
Build a Hydroponics Monitoring Node with Network Stability,r20,0.3224,0.8
Build a Hydroponics Monitoring Node with Network Stability,r21,0.3553,0.8
Build a Hydroponics Monitoring Node with Network Stability,r22,0.2957,0.8
Build a Hydroponics Monitoring Node with Network Stability,r23,0.4585,0.2
Build a Hydroponics Monitoring Node with Network Stability,r24,0.4415,0.2
Build a Hydroponics Monitoring Node with Network Stability,r25,0.3939,0.2
Build a Hydroponics Monitoring Node with Network Stability,r26,0.3781,0.2
Build a Hydroponics Monitoring Node with Network Stability,r27,0.3578,0.2
Build a Hydroponics Monitoring Node with Network Stability,r28,0.3996,0.8
Build a Hydroponics Monitoring Node with Network Stability,r29,0.3737,0.8
Build a Hydroponics Monitoring Node with Network Stability,r30,0.3996,0.8
Build a Hydroponics Monitoring Node with Network Stability,r31,0.3563,0.8
Build a Hydroponics Monitoring Node with Network Stability,r32,0.175,0.2
Build a Hydroponics Monitoring Node with Network Stability,r33,0.3473,0.2
Setup a E-Commerce API Gateway with MTU Enforcement,r1,0.2255,0.05
Setup a E-Commerce API Gateway with MTU Enforcement,r2,0.22,0.1
Setup a E-Commerce API Gateway with MTU Enforcement,r3,0.1353,0.1
Setup a E-Commerce API Gateway with MTU Enforcement,r4,0.28,0.1
Setup a E-Commerce API Gateway with MTU Enforcement,r5,0.1786,0.1
Setup a E-Commerce API Gateway with MTU Enforcement,r6,0.1094,0.05
Setup a E-Commerce API Gateway with MTU Enforcement,r7,0.1448,0.1
Setup a E-Commerce API Gateway with MTU Enforcement,r8,0.1736,0.1
Setup a E-Commerce API Gateway with MTU Enforcement,r9,0.1307,0.1
Setup a E-Commerce API Gateway with MTU Enforcement,r10,0.1489,0.1
Setup a E-Commerce API Gateway with MTU Enforcement,r11,0.1602,0.2
Setup a E-Commerce API Gateway with MTU Enforcement,r12,0.1046,0.2
Setup a E-Commerce API Gateway with MTU Enforcement,r13,0.1456,0.2
Setup a E-Commerce API Gateway with MTU Enforcement,r14,0.0999,0.05
Setup a E-Commerce API Gateway with MTU Enforcement,r15,0.2942,0.1
Setup a E-Commerce API Gateway with MTU Enforcement,r16,0.22,0.7
Setup a E-Commerce API Gateway with MTU Enforcement,r17,0.3115,0.8
Setup a E-Commerce API Gateway with MTU Enforcement,r18,0.3603,0.6
Setup a E-Commerce API Gateway with MTU Enforcement,r19,0.2074,0.3
Setup a E-Commerce API Gateway with MTU Enforcement,r20,0.2376,0.3
Setup a E-Commerce API Gateway with MTU Enforcement,r21,0.2074,0.3
Setup a E-Commerce API Gateway with MTU Enforcement,r22,0.1801,0.3
Setup a E-Commerce API Gateway with MTU Enforcement,r23,0.3362,0.05
Setup a E-Commerce API Gateway with MTU Enforcement,r24,0.3212,0.05
Setup a E-Commerce API Gateway with MTU Enforcement,r25,0.2765,0.05
Setup a E-Commerce API Gateway with MTU Enforcement,r26,0.2602,0.05
Setup a E-Commerce API Gateway with MTU Enforcement,r27,0.22,0.05
Setup a E-Commerce API Gateway with MTU Enforcement,r28,0.2049,0.3
Setup a E-Commerce API Gateway with MTU Enforcement,r29,0.2376,0.3
Setup a E-Commerce API Gateway with MTU Enforcement,r30,0.2049,0.3
Setup a E-Commerce API Gateway with MTU Enforcement,r31,0.1912,0.3
Setup a E-Commerce API Gateway with MTU Enforcement,r32,0.1096,0.05
Setup a E-Commerce API Gateway with MTU Enforcement,r33,0.2427,0.05
Create a Robotics Simulation with memory Guarantees,r1,0.6904,0.1
Create a Robotics Simulation with memory Guarantees,r2,0.7053,0.9
Create a Robotics Simulation with memory Guarantees,r3,0.6338,0.8
Create a Robotics Simulation with memory Guarantees,r4,0.7537,0.9
Create a Robotics Simulation with memory Guarantees,r5,0.6834,0.8
Create a Robotics Simulation with memory Guarantees,r6,0.1415,0.7
Create a Robotics Simulation with memory Guarantees,r7,0.2928,0.3
Create a Robotics Simulation with memory Guarantees,r8,0.2634,0.2
Create a Robotics Simulation with memory Guarantees,r9,0.3675,0.3
Create a Robotics Simulation with memory Guarantees,r10,0.362,0.2
Create a Robotics Simulation with memory Guarantees,r11,0.0874,0.1
Create a Robotics Simulation with memory Guarantees,r12,0.0293,0.1
Create a Robotics Simulation with memory Guarantees,r13,0.133,0.1
Create a Robotics Simulation with memory Guarantees,r14,0.2497,0.2
Create a Robotics Simulation with memory Guarantees,r15,0.4492,0.1
Create a Robotics Simulation with memory Guarantees,r16,0.2481,0.1
Create a Robotics Simulation with memory Guarantees,r17,0.1722,0.1
Create a Robotics Simulation with memory Guarantees,r18,0.2122,0.1
Create a Robotics Simulation with memory Guarantees,r19,0.2372,0.1
Create a Robotics Simulation with memory Guarantees,r20,0.2362,0.1
Create a Robotics Simulation with memory Guarantees,r21,0.2372,0.1
Create a Robotics Simulation with memory Guarantees,r22,0.2251,0.1
Create a Robotics Simulation with memory Guarantees,r23,0.4804,0.1
Create a Robotics Simulation with memory Guarantees,r24,0.4726,0.1
Create a Robotics Simulation with memory Guarantees,r25,0.4548,0.1
Create a Robotics Simulation with memory Guarantees,r26,0.4115,0.1
Create a Robotics Simulation with memory Guarantees,r27,0.3797,0.1
Create a Robotics Simulation with memory Guarantees,r28,0.3772,0.1
Create a Robotics Simulation with memory Guarantees,r29,0.3816,0.1
Create a Robotics Simulation with memory Guarantees,r30,0.3772,0.1
Create a Robotics Simulation with memory Guarantees,r31,0.3507,0.1
Create a Robotics Simulation with memory Guarantees,r32,0.6729,0.9
Create a Robotics Simulation with memory Guarantees,r33,0.6917,0.1
Provision a Spacecraft Telemetry Relay with DPDK Buffers,r1,0.3805,0.05
Provision a Spacecraft Telemetry Relay with DPDK Buffers,r2,0.4372,0.1
Provision a Spacecraft Telemetry Relay with DPDK Buffers,r3,0.3558,0.1
Provision a Spacecraft Telemetry Relay with DPDK Buffers,r4,0.5252,0.1
Provision a Spacecraft Telemetry Relay with DPDK Buffers,r5,0.421,0.1
Provision a Spacecraft Telemetry Relay with DPDK Buffers,r6,0.0911,0.05
Provision a Spacecraft Telemetry Relay with DPDK Buffers,r7,0.1646,0.1
Provision a Spacecraft Telemetry Relay with DPDK Buffers,r8,0.1844,0.1
Provision a Spacecraft Telemetry Relay with DPDK Buffers,r9,0.1819,0.1
Provision a Spacecraft Telemetry Relay with DPDK Buffers,r10,0.2362,0.1
Provision a Spacecraft Telemetry Relay with DPDK Buffers,r11,0.0927,0.2
Provision a Spacecraft Telemetry Relay with DPDK Buffers,r12,0.0681,0.3
Provision a Spacecraft Telemetry Relay with DPDK Buffers,r13,0.1161,0.3
Provision a Spacecraft Telemetry Relay with DPDK Buffers,r14,0.063,0.05
Provision a Spacecraft Telemetry Relay with DPDK Buffers,r15,0.328,0.05
Provision a Spacecraft Telemetry Relay with DPDK Buffers,r16,0.2629,0.2
Provision a Spacecraft Telemetry Relay with DPDK Buffers,r17,0.2546,0.05
Provision a Spacecraft Telemetry Relay with DPDK Buffers,r18,0.2422,0.2
Provision a Spacecraft Telemetry Relay with DPDK Buffers,r19,0.2182,0.3
Provision a Spacecraft Telemetry Relay with DPDK Buffers,r20,0.3098,0.3
Provision a Spacecraft Telemetry Relay with DPDK Buffers,r21,0.2182,0.3
Provision a Spacecraft Telemetry Relay with DPDK Buffers,r22,0.2873,0.3
Provision a Spacecraft Telemetry Relay with DPDK Buffers,r23,0.635,0.7
Provision a Spacecraft Telemetry Relay with DPDK Buffers,r24,0.6163,0.7
Provision a Spacecraft Telemetry Relay with DPDK Buffers,r25,0.5695,0.6
Provision a Spacecraft Telemetry Relay with DPDK Buffers,r26,0.5644,0.6
Provision a Spacecraft Telemetry Relay with DPDK Buffers,r27,0.4642,0.6
Provision a Spacecraft Telemetry Relay with DPDK Buffers,r28,0.5053,0.3
Provision a Spacecraft Telemetry Relay with DPDK Buffers,r29,0.5236,0.3
Provision a Spacecraft Telemetry Relay with DPDK Buffers,r30,0.5053,0.3
Provision a Spacecraft Telemetry Relay with DPDK Buffers,r31,0.5099,0.3
Provision a Spacecraft Telemetry Relay with DPDK Buffers,r32,0.5446,0.8
Provision a Spacecraft Telemetry Relay with DPDK Buffers,r33,0.6225,0.7
Deploy a Waste Management IoT Sensor with Fan Alerts,r1,0.2522,0.05
Deploy a Waste Management IoT Sensor with Fan Alerts,r2,0.3579,0.1
Deploy a Waste Management IoT Sensor with Fan Alerts,r3,0.4228,0.1
Deploy a Waste Management IoT Sensor with Fan Alerts,r4,0.3232,0.05
Deploy a Waste Management IoT Sensor with Fan Alerts,r5,0.4921,0.1
Deploy a Waste Management IoT Sensor with Fan Alerts,r6,0.1824,0.05
Deploy a Waste Management IoT Sensor with Fan Alerts,r7,0.3716,0.1
Deploy a Waste Management IoT Sensor with Fan Alerts,r8,0.5143,0.1
Deploy a Waste Management IoT Sensor with Fan Alerts,r9,0.3503,0.1
Deploy a Waste Management IoT Sensor with Fan Alerts,r10,0.5412,0.1
Deploy a Waste Management IoT Sensor with Fan Alerts,r11,0.2875,0.8
Deploy a Waste Management IoT Sensor with Fan Alerts,r12,0.3571,0.9
Deploy a Waste Management IoT Sensor with Fan Alerts,r13,0.4274,0.9
